,area_type,location,total_sqft,bath,balcony,price,bhk
10778,Super built-up  Area,Marathahalli,1839.0,3.0,2.0,130.0,3.0
10779,Super built-up  Area,other,1300.0,2.0,2.0,63.0,2.0
10780,Super built-up  Area,Horamavu Agara,625.0,1.0,1.0,27.0,1.0
10781,Super built-up  Area,Thanisandra,933.0,1.0,1.0,61.0,1.0
10785,Built-up  Area,Horamavu Agara,1080.0,2.0,1.0,38.0,2.0
10788,Plot  Area,Hormavu,1200.0,2.0,0.0,73.0,2.0
10790,Super built-up  Area,Kothanur,1142.0,2.0,2.0,56.0,2.0
10793,Super built-up  Area,AECS Layout,1005.0,2.0,1.0,55.0,2.0
10794,Built-up  Area,other,1626.6,3.0,1.0,133.0,3.0
10795,Super built-up  Area,Kothanur,1074.0,2.0,2.0,54.0,2.0
10796,Carpet  Area,Basavangudi,1230.0,2.0,0.0,80.0,2.0
10800,Built-up  Area,Whitefield,1820.0,3.0,2.0,113.0,3.0
10801,Super built-up  Area,other,1100.0,2.0,1.0,60.0,2.0
10802,Plot  Area,other,1348.0,2.0,0.0,100.0,2.0
10803,Super built-up  Area,Kasavanhalli,1230.0,2.0,2.0,66.25,2.0
10806,Built-up  Area,Frazer Town,1200.0,2.0,1.0,78.0,2.0
10807,Built-up  Area,other,1298.0,2.0,1.0,65.0,2.0
10808,Super built-up  Area,Hosa Road,1161.0,2.0,1.0,55.15,2.0
10811,Super built-up  Area,Kothanur,1285.0,2.0,1.0,60.0,2.0
10812,Super built-up  Area,Electronic City,1644.0,3.0,2.0,92.59,3.0
10813,Super built-up  Area,Kasavanhalli,1819.0,3.0,1.0,150.0,3.0
10814,Super built-up  Area,1st Phase JP Nagar,1205.0,2.0,1.0,85.0,2.0
10816,Super built-up  Area,Uttarahalli,1050.0,2.0,1.0,42.0,2.0
10817,Super built-up  Area,Raja Rajeshwari Nagar,1270.0,2.0,2.0,62.0,2.0
10823,Super built-up  Area,Haralur Road,1315.0,2.0,1.0,85.0,2.0
10824,Super built-up  Area,Raja Rajeshwari Nagar,1250.0,2.0,2.0,68.0,2.0
10825,Super built-up  Area,Bisuvanahalli,850.0,2.0,1.0,27.0,2.0
10826,Super built-up  Area,7th Phase JP Nagar,1600.0,2.0,2.0,110.0,3.0
10827,Built-up  Area,Electronic City,1250.0,2.0,1.0,62.0,2.0
10830,Built-up  Area,Electronic City Phase II,1300.0,2.0,2.0,28.0,2.0
10832,Super built-up  Area,other,760.0,2.0,2.0,38.5,2.0
10836,Super built-up  Area,other,1182.0,2.0,1.0,60.1,3.0
10841,Super built-up  Area,Hennur Road,1590.0,3.0,2.0,105.0,3.0
10842,Super built-up  Area,other,1035.0,2.0,2.0,52.79,2.0
10843,Super built-up  Area,Kothanur,1075.0,2.0,2.0,53.0,2.0
10844,Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2.0
10845,Super built-up  Area,Raja Rajeshwari Nagar,1260.0,2.0,1.0,62.0,3.0
10847,Super built-up  Area,Thanisandra,1702.0,3.0,2.0,107.0,3.0
10848,Super built-up  Area,Bisuvanahalli,1080.0,2.0,2.0,65.0,3.0
10849,Built-up  Area,Kasavanhalli,1189.0,2.0,1.0,45.0,2.0
10850,Super built-up  Area,Tumkur Road,1035.0,2.0,1.0,39.0,2.0
10851,Super built-up  Area,Hennur Road,1200.0,2.0,1.0,36.0,2.0
10855,Super built-up  Area,Yelahanka,1330.0,2.0,1.0,93.65,2.0
10861,Super built-up  Area,Narayanapura,1469.0,2.0,2.0,99.14,2.0
10862,Super built-up  Area,Varthur,986.0,2.0,1.0,30.0,2.0
10863,Super built-up  Area,other,1460.0,2.0,2.0,87.0,3.0
10864,Super built-up  Area,other,1260.0,2.0,2.0,85.05,3.0
10866,Super built-up  Area,Panathur,980.0,2.0,1.0,57.0,2.0
10867,Built-up  Area,Kudlu Gate,1164.0,2.0,2.0,75.0,2.0
10868,Super built-up  Area,Subramanyapura,929.0,1.0,2.0,51.0,2.0
10869,Built-up  Area,Kundalahalli,1065.0,2.0,1.0,70.0,2.0
10873,Super built-up  Area,Gunjur,1362.0,3.0,1.0,62.63,3.0
10874,Super built-up  Area,Yeshwanthpur,672.0,1.0,1.0,36.85,1.0
10877,Super built-up  Area,Harlur,1532.0,2.0,1.0,65.0,2.0
10879,Super built-up  Area,other,1250.0,2.0,2.0,65.0,2.0
10882,Super built-up  Area,Marathahalli,1170.0,2.0,2.0,85.0,2.0
10883,Super built-up  Area,other,1800.0,3.0,2.0,150.0,3.0
10888,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,34.0,2.0
10889,Super built-up  Area,KR Puram,1290.0,2.0,2.0,69.0,2.0
10890,Super built-up  Area,Sarjapur,1200.0,2.0,1.0,42.6,2.0
10891,Super built-up  Area,Bharathi Nagar,1120.0,2.0,2.0,39.29,2.0
10892,Super built-up  Area,Electronic City,418.0,1.0,1.0,12.0,1.0
10893,Super built-up  Area,Sarjapur,1333.0,3.0,1.0,50.0,3.0
10894,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,119.0,3.0
10895,Super built-up  Area,Thanisandra,747.0,1.0,0.0,34.355,1.0
10898,Super built-up  Area,Balagere,1012.0,2.0,1.0,70.0,2.0
10899,Carpet  Area,Kudlu,1245.0,2.0,1.0,60.0,3.0
10900,Super built-up  Area,7th Phase JP Nagar,1765.0,3.0,2.0,118.0,3.0
10901,Super built-up  Area,Gottigere,1110.0,2.0,2.0,36.25,2.0
10902,Built-up  Area,other,967.0,2.0,1.0,47.8,2.0
10903,Super built-up  Area,Sarjapur,1044.0,2.0,2.0,36.0,2.0
10907,Carpet  Area,KR Puram,866.28,2.0,0.0,36.38,2.0
10909,Super built-up  Area,Singasandra,1179.0,2.0,2.0,56.0,2.0
10911,Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,48.0,2.0
10915,Built-up  Area,5th Phase JP Nagar,1190.0,2.0,2.0,61.8,2.0
10920,Super built-up  Area,Electronic City,1128.0,2.0,1.0,64.8,2.0
10923,Super built-up  Area,other,509.0,1.0,1.0,20.0,1.0
10925,Super built-up  Area,Varthur,1045.0,2.0,1.0,40.65,2.0
10927,Super built-up  Area,Marathahalli,1102.0,2.0,2.0,53.67,2.0
10929,Super built-up  Area,Hebbal Kempapura,1436.0,2.0,2.0,75.0,3.0
10931,Super built-up  Area,Kothanur,1140.0,2.0,2.0,56.0,2.0
10932,Super built-up  Area,Balagere,645.0,1.0,1.0,55.0,1.0
10936,Super built-up  Area,Sarjapur  Road,1335.0,2.0,1.0,95.0,2.0
10938,Super built-up  Area,Hebbal,1255.0,3.0,2.0,77.68,3.0
10941,Super built-up  Area,Thanisandra,663.0,1.0,1.0,46.0,1.0
10951,Super built-up  Area,Bannerghatta Road,1154.0,2.0,2.0,47.0,2.0
10952,Built-up  Area,Munnekollal,1200.0,2.0,2.0,40.0,2.0
10953,Super built-up  Area,Hennur,1155.0,2.0,2.0,54.5,2.0
10957,Super built-up  Area,Padmanabhanagar,1100.0,2.0,1.0,60.0,2.0
10958,Super built-up  Area,Hormavu,1250.0,2.0,2.0,65.0,2.0
10959,Super built-up  Area,Kothanur,1400.0,2.0,1.0,70.0,2.0
10960,Super built-up  Area,other,1600.0,3.0,2.0,100.0,3.0
10961,Built-up  Area,Electronic City,1060.0,2.0,1.0,55.0,2.0
10962,Super built-up  Area,Horamavu Banaswadi,1272.0,2.0,2.0,50.0,2.0
10963,Super built-up  Area,Kanakpura Road,1296.0,2.0,2.0,105.0,2.0
10970,Super built-up  Area,other,850.0,2.0,1.0,42.5,2.0
10971,Super built-up  Area,Subramanyapura,1880.0,3.0,2.0,110.0,3.0
10973,Super built-up  Area,Kenchenahalli,1060.0,2.0,2.0,52.0,2.0
10976,Super built-up  Area,Vasanthapura,1037.0,2.0,1.0,36.28,2.0
10978,Super built-up  Area,LB Shastri Nagar,1184.0,2.0,1.0,62.0,2.0
10979,Built-up  Area,Sarjapur  Road,1680.0,3.0,2.0,126.0,3.0
10980,Super built-up  Area,Thanisandra,1411.0,3.0,2.0,100.0,3.0
10984,Super built-up  Area,Thanisandra,1702.0,3.0,2.0,120.0,3.0
10990,Super built-up  Area,JP Nagar,1107.0,2.0,1.0,57.0,2.0
10991,Super built-up  Area,Old Madras Road,1720.0,3.0,2.0,106.0,3.0
10993,Super built-up  Area,Bannerghatta Road,1000.0,2.0,1.0,44.5,2.0
10994,Super built-up  Area,Electronic City,710.0,1.0,1.0,40.42,1.0
10998,Built-up  Area,Bannerghatta Road,1250.0,2.0,0.0,48.0,2.0
11000,Super built-up  Area,Hegde Nagar,1584.01,3.0,1.0,104.0,3.0
11003,Super built-up  Area,Kaggadasapura,1485.0,2.0,2.0,70.0,3.0
11004,Built-up  Area,Hennur Road,1100.0,2.0,1.0,78.0,3.0
11005,Super built-up  Area,8th Phase JP Nagar,1245.0,2.0,1.0,59.0,2.0
11010,Super built-up  Area,Bannerghatta Road,1640.0,3.0,2.0,105.0,3.0
11011,Super built-up  Area,other,1165.0,2.0,1.0,65.0,2.0
11012,Built-up  Area,Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2.0
11017,Super built-up  Area,Haralur Road,1300.0,2.0,2.0,75.0,2.0
11020,Super built-up  Area,Hennur Road,1232.0,2.0,1.0,69.61,2.0
11022,Built-up  Area,7th Phase JP Nagar,1275.0,2.0,2.0,88.0,3.0
11023,Super built-up  Area,Sarjapur  Road,1222.0,2.0,1.0,68.0,3.0
11024,Super built-up  Area,Varthur,1155.0,2.0,2.0,39.0,2.0
11026,Super built-up  Area,Horamavu Banaswadi,1200.0,2.0,1.0,45.0,2.0
11028,Super built-up  Area,Horamavu Agara,1166.0,2.0,1.0,37.29,2.0
11034,Plot  Area,Dommasandra,900.0,3.0,1.0,75.0,3.0
11036,Super built-up  Area,Chandapura,971.0,2.0,2.0,38.0,3.0
11037,Super built-up  Area,Hennur,1255.0,2.0,1.0,52.32,2.0
11038,Built-up  Area,EPIP Zone,1810.0,2.0,2.0,65.0,2.0
11045,Super built-up  Area,Somasundara Palya,1650.0,3.0,2.0,126.0,3.0
11046,Super built-up  Area,other,1645.0,3.0,2.0,87.0,3.0
11047,Super built-up  Area,Hennur Road,1748.0,3.0,2.0,103.0,3.0
11048,Plot  Area,Channasandra,1200.0,3.0,1.0,67.77,3.0
11054,Super built-up  Area,Sarjapur  Road,1510.0,2.0,1.0,110.0,3.0
11061,Super built-up  Area,Sarjapur  Road,1242.0,2.0,1.0,78.0,2.0
11062,Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,58.0,2.0
11063,Super built-up  Area,Ramamurthy Nagar,1101.0,2.0,1.0,50.0,2.0
11065,Super built-up  Area,Gunjur,1362.0,3.0,1.0,62.63,3.0
11067,Super built-up  Area,Hosa Road,1089.0,2.0,1.0,32.67,2.0
11069,Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3.0
11072,Super built-up  Area,Kaggalipura,950.0,2.0,1.0,45.0,2.0
11073,Super built-up  Area,HBR Layout,1068.0,2.0,1.0,43.0,2.0
11074,Built-up  Area,Yelahanka New Town,860.0,1.0,2.0,31.0,2.0
11079,Super built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3.0
11085,Super built-up  Area,Ananth Nagar,1010.0,2.0,2.0,38.0,2.0
11087,Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,41.0,2.0
11091,Built-up  Area,Attibele,410.0,1.0,1.0,10.0,1.0
11095,Super built-up  Area,JP Nagar,1250.0,2.0,2.0,93.0,2.0
11103,Super built-up  Area,KR Puram,1096.0,2.0,1.0,43.0,2.0
11104,Super built-up  Area,Electronic City Phase II,1160.0,2.0,1.0,33.5,2.0
11105,Built-up  Area,other,1936.0,3.0,2.0,139.0,3.0
11106,Super built-up  Area,Nehru Nagar,1269.0,2.0,2.0,63.0,3.0
11108,Super built-up  Area,Panathur,1586.0,3.0,1.0,125.0,3.0
11111,Super built-up  Area,Hosa Road,1538.0,3.0,1.0,107.0,3.0
11115,Super built-up  Area,Harlur,1197.0,2.0,1.0,77.0,2.0
11116,Super built-up  Area,Varthur,674.0,1.0,1.0,19.9,2.0
11117,Built-up  Area,Kengeri,410.0,1.0,1.0,15.0,1.0
11118,Built-up  Area,Thanisandra,1573.0,3.0,1.0,90.0,3.0
11119,Super built-up  Area,Dodda Nekkundi,1135.0,2.0,2.0,58.0,2.0
11121,Super built-up  Area,other,1200.0,1.0,0.0,65.0,1.0
11122,Plot  Area,other,1800.0,3.0,0.0,95.0,3.0
11124,Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,56.0,2.0
11125,Super built-up  Area,Kambipura,883.0,2.0,1.0,39.0,2.0
11127,Super built-up  Area,Thanisandra,1056.0,2.0,2.0,70.0,2.0
11130,Super built-up  Area,KR Puram,1204.0,2.0,2.0,58.0,2.0
11132,Built-up  Area,Hennur Road,1460.0,2.0,1.0,80.3,2.0
11133,Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,41.18,2.0
11134,Super built-up  Area,other,1310.0,2.0,1.0,88.0,2.0
11135,Super built-up  Area,Sector 2 HSR Layout,1600.0,3.0,2.0,90.0,3.0
11138,Super built-up  Area,Uttarahalli,1345.0,2.0,1.0,57.0,3.0
11140,Super built-up  Area,Singasandra,1416.0,2.0,2.0,67.0,2.0
11141,Super built-up  Area,HSR Layout,1145.0,2.0,2.0,46.0,2.0
11146,Built-up  Area,Rajiv Nagar,972.0,2.0,2.0,43.0,2.0
11148,Super built-up  Area,Bellandur,1185.0,2.0,1.0,47.39,2.0
11149,Built-up  Area,Green Glen Layout,1750.0,3.0,2.0,81.0,3.0
11151,Super built-up  Area,Balagere,1007.0,2.0,1.0,68.0,2.0
11153,Super built-up  Area,Whitefield,1250.0,2.0,2.0,85.0,2.0
11155,Super built-up  Area,Horamavu Agara,994.0,2.0,1.0,42.28,2.0
11156,Super built-up  Area,Ramamurthy Nagar,1150.0,2.0,2.0,40.0,2.0
11158,Super built-up  Area,other,1441.0,2.0,1.0,115.0,2.0
11159,Super built-up  Area,Old Madras Road,1157.0,2.0,2.0,47.32,2.0
11161,Super built-up  Area,Thigalarapalya,1400.0,2.0,2.0,105.0,2.0
11162,Built-up  Area,Tindlu,1370.07,3.0,1.0,65.0,3.0
11164,Super built-up  Area,Judicial Layout,900.0,2.0,1.0,40.0,2.0
11165,Super built-up  Area,other,418.0,1.0,1.0,17.0,1.0
11166,Plot  Area,other,1200.0,3.0,1.0,80.0,3.0
11168,Super built-up  Area,Talaghattapura,1062.0,2.0,1.0,42.48,2.0
11170,Super built-up  Area,Bannerghatta Road,1012.0,2.0,1.0,44.0,2.0
11174,Super built-up  Area,Kanakpura Road,1430.0,2.0,2.0,78.0,2.0
11175,Super built-up  Area,Channasandra,1195.0,2.0,1.0,56.0,3.0
11177,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,42.0,3.0
11180,Built-up  Area,Sonnenahalli,1011.0,2.0,1.0,59.0,2.0
11181,Super built-up  Area,7th Phase JP Nagar,1450.0,2.0,1.0,102.0,3.0
11182,Super built-up  Area,Sarjapur  Road,1129.0,2.0,1.0,69.0,2.0
11183,Super built-up  Area,Sarjapura - Attibele Road,1126.0,2.0,1.0,36.0,2.0
11188,Super built-up  Area,Hennur Road,1933.0,3.0,2.0,140.0,3.0
11189,Built-up  Area,TC Palaya,1082.0,2.0,2.0,64.0,2.0
11191,Super built-up  Area,other,610.0,1.0,0.0,28.0,1.0
11195,Built-up  Area,CV Raman Nagar,1125.0,2.0,1.0,46.0,2.0
11197,Super built-up  Area,Kengeri Satellite Town,777.4,2.0,0.0,25.0,2.0
11199,Super built-up  Area,Old Airport Road,1798.0,3.0,2.0,150.0,3.0
11200,Built-up  Area,other,1864.0,3.0,2.0,120.0,3.0
11202,Super built-up  Area,Kengeri,400.0,1.0,1.0,25.0,1.0
11203,Super built-up  Area,Rajaji Nagar,1200.0,2.0,1.0,70.0,2.0
11204,Super built-up  Area,Ananth Nagar,992.0,2.0,2.0,24.8,2.0
11207,Super built-up  Area,Bellandur,1200.0,2.0,1.0,62.0,2.0
11208,Built-up  Area,GM Palaya,1735.0,3.0,2.0,70.0,3.0
11210,Super built-up  Area,HSR Layout,1009.0,2.0,2.0,56.0,2.0
11212,Super built-up  Area,Bannerghatta Road,1527.0,3.0,2.0,115.0,3.0
11215,Super built-up  Area,Whitefield,1277.0,2.0,1.0,77.0,2.0
11216,Super built-up  Area,other,1100.0,2.0,1.0,62.0,2.0
11217,Super built-up  Area,Whitefield,1820.0,3.0,2.0,140.0,3.0
11222,Super built-up  Area,Hennur,1255.0,2.0,2.0,52.35,2.0
11224,Super built-up  Area,Somasundara Palya,1140.0,2.0,2.0,46.0,2.0
11225,Built-up  Area,Electronic City Phase II,1025.0,2.0,1.0,29.6,2.0
11229,Super built-up  Area,Sarjapur  Road,1850.0,3.0,2.0,140.0,3.0
11230,Super built-up  Area,Kaikondrahalli,1250.0,2.0,1.0,78.0,2.0
11233,Super built-up  Area,Jalahalli,1244.0,2.0,2.0,88.0,2.0
11235,Super built-up  Area,Kengeri Satellite Town,1025.0,2.0,1.0,28.57,2.0
11239,Super built-up  Area,7th Phase JP Nagar,1035.0,2.0,1.0,39.33,2.0
11241,Super built-up  Area,Hosa Road,1470.0,2.0,2.0,84.22,3.0
11243,Super built-up  Area,Harlur,1752.12,3.0,2.0,125.0,3.0
11249,Super built-up  Area,Bommasandra Industrial Area,1365.0,3.0,1.0,52.81,3.0
11250,Plot  Area,other,1200.0,2.0,0.0,90.0,3.0
11252,Super built-up  Area,Banashankari Stage VI,1392.0,3.0,1.0,69.46,3.0
11256,Super built-up  Area,Singasandra,1476.0,2.0,1.0,73.0,3.0
11257,Built-up  Area,KR Puram,700.0,1.0,1.0,21.5,1.0
11259,Built-up  Area,Jigani,943.0,2.0,2.0,48.0,2.0
11262,Super built-up  Area,Varthur,1615.0,3.0,2.0,69.43,3.0
11266,Built-up  Area,Sompura,1350.0,3.0,1.0,65.0,3.0
11269,Super built-up  Area,Hebbal,1645.0,3.0,2.0,117.0,3.0
11270,Super built-up  Area,Ardendale,1777.26,3.0,2.0,92.0,3.0
11271,Super built-up  Area,Bisuvanahalli,845.0,2.0,2.0,32.0,2.0
11273,Super built-up  Area,Varthur,1210.0,2.0,1.0,64.15,2.0
11274,Super built-up  Area,Electronic City Phase II,829.0,2.0,1.0,22.8,2.0
11275,Super built-up  Area,Sarjapur  Road,1879.0,3.0,2.0,155.0,3.0
11278,Super built-up  Area,Marathahalli,1108.0,2.0,1.0,60.0,3.0
11280,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,75.0,3.0
11282,Super built-up  Area,Green Glen Layout,1751.0,3.0,2.0,115.0,3.0
11286,Super built-up  Area,Channasandra,1175.0,2.0,2.0,38.0,2.0
11287,Built-up  Area,Jalahalli,1407.0,2.0,1.0,98.49,2.0
11288,Super built-up  Area,Yelachenahalli,1000.0,2.0,2.0,50.0,2.0
11291,Super built-up  Area,Tumkur Road,1027.0,2.0,1.0,67.0,2.0
11293,Built-up  Area,HSR Layout,1145.0,2.0,2.0,46.0,2.0
11300,Plot  Area,other,1120.0,2.0,0.0,60.0,2.0
11302,Super built-up  Area,Hennur Road,1030.0,2.0,1.0,46.5,2.0
11304,Super built-up  Area,Kammasandra,1057.0,2.0,1.0,35.0,2.0
11307,Super built-up  Area,Hormavu,1075.0,2.0,1.0,53.7,2.0
11308,Super built-up  Area,Mysore Road,1080.0,2.0,1.0,60.0,3.0
11311,Super built-up  Area,Singasandra,1139.7,2.0,1.0,45.0,2.0
11315,Super built-up  Area,Sarjapur  Road,1323.0,2.0,2.0,74.0,2.0
11316,Super built-up  Area,Hennur Road,1232.0,2.0,1.0,69.61,2.0
11317,Super built-up  Area,Kalena Agrahara,900.0,2.0,1.0,40.0,2.0
11318,Super built-up  Area,Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1.0
11319,Super built-up  Area,Hebbal,1920.0,3.0,2.0,134.0,3.0
11321,Super built-up  Area,Bannerghatta Road,1550.0,3.0,2.0,96.0,3.0
11325,Built-up  Area,other,1308.0,2.0,1.0,86.0,2.0
11329,Super built-up  Area,Thanisandra,1719.0,3.0,2.0,135.0,3.0
11330,Super built-up  Area,Horamavu Agara,1107.83,2.0,1.0,41.51,2.0
11332,Built-up  Area,Electronic City,1090.0,2.0,1.0,31.48,1.0
11334,Super built-up  Area,Jakkur,1660.0,3.0,2.0,104.0,3.0
11335,Super built-up  Area,Nagavara,1247.0,2.0,1.0,58.56,2.0
11336,Super built-up  Area,Thanisandra,1595.0,3.0,2.0,96.0,3.0
11337,Super built-up  Area,Kaggadasapura,1175.0,2.0,2.0,50.0,2.0
11339,Super built-up  Area,Old Airport Road,1184.0,2.0,1.0,78.0,2.0
11340,Super built-up  Area,other,1100.0,2.0,2.0,55.0,2.0
11341,Plot  Area,Kaval Byrasandra,935.0,2.0,0.0,78.0,2.0
11342,Built-up  Area,Yelahanka,1200.0,2.0,2.0,60.0,2.0
11345,Built-up  Area,Uttarahalli,1000.0,2.0,0.0,52.0,2.0
11346,Super built-up  Area,Yelahanka,1705.0,3.0,2.0,85.0,3.0
11351,Super built-up  Area,Varthur,1402.0,2.0,2.0,95.0,2.0
11353,Super built-up  Area,other,1225.0,2.0,2.0,71.05,2.0
11354,Super built-up  Area,5th Phase JP Nagar,1080.0,2.0,1.0,53.0,2.0
11357,Built-up  Area,Begur Road,1100.0,2.0,2.0,42.6,2.0
11359,Super built-up  Area,Bannerghatta Road,1200.0,2.0,2.0,78.0,2.0
11361,Plot  Area,other,1200.0,3.0,0.0,78.0,2.0
11367,Super built-up  Area,Abbigere,985.0,2.0,1.0,38.92,2.0
11368,Built-up  Area,Sarjapur,950.0,2.0,2.0,35.0,2.0
11370,Super built-up  Area,other,1449.0,3.0,1.0,72.0,3.0
11373,Super built-up  Area,Hoskote,1003.5,2.0,0.0,28.095,2.0
11379,Built-up  Area,Chandapura,800.0,1.0,2.0,30.0,2.0
11386,Super built-up  Area,other,1350.0,2.0,2.0,89.5,2.0
11387,Super built-up  Area,Kambipura,883.0,2.0,1.0,45.0,2.0
11388,Built-up  Area,Thanisandra,1698.0,3.0,2.0,125.0,3.0
11390,Super built-up  Area,Ambalipura,1060.0,2.0,1.0,58.5,2.0
11391,Super built-up  Area,Somasundara Palya,1185.0,2.0,2.0,75.0,2.0
11393,Super built-up  Area,Vittasandra,1404.0,2.0,1.0,72.0,2.0
11394,Super built-up  Area,Electronic City Phase II,1252.0,2.0,1.0,67.0,2.0
11395,Super built-up  Area,Bannerghatta Road,1885.0,3.0,1.0,125.0,3.0
11397,Super built-up  Area,Hormavu,980.0,2.0,2.0,42.0,2.0
11403,Built-up  Area,other,1175.0,2.0,1.0,70.0,2.0
11405,Built-up  Area,Bhoganhalli,970.0,2.0,1.0,52.5,2.0
11407,Super built-up  Area,Whitefield,1639.5,3.0,0.0,92.63,3.0
11413,Super built-up  Area,Jalahalli,1200.0,2.0,1.0,66.0,1.0
11414,Super built-up  Area,Kathriguppe,1335.0,2.0,2.0,73.43,3.0
11418,Super built-up  Area,Shivaji Nagar,1460.0,2.0,1.0,90.0,3.0
11422,Super built-up  Area,Thanisandra,1732.0,3.0,1.0,85.73,3.0
11424,Built-up  Area,Sector 2 HSR Layout,1095.0,2.0,1.0,85.41,2.0
11425,Super built-up  Area,Kengeri,416.0,1.0,1.0,17.19,1.0
11432,Super built-up  Area,Bannerghatta,1776.0,3.0,2.0,124.0,3.0
11434,Plot  Area,Hormavu,860.0,2.0,0.0,56.0,2.0
11436,Super built-up  Area,Nagasandra,1650.0,3.0,2.0,95.0,3.0
11437,Super built-up  Area,Whitefield,1190.0,2.0,1.0,70.0,2.0
11438,Super built-up  Area,JP Nagar,1133.0,2.0,1.0,33.99,2.0
11442,Super built-up  Area,Kodichikkanahalli,976.0,2.0,1.0,50.0,2.0
11446,Built-up  Area,Yelahanka,1633.0,3.0,2.0,110.0,3.0
11447,Super built-up  Area,Ramagondanahalli,1151.0,2.0,2.0,46.0,2.0
11449,Super built-up  Area,Uttarahalli,1037.0,2.0,1.0,36.0,2.0
11451,Super built-up  Area,other,1060.0,2.0,1.0,52.0,2.0
11453,Super built-up  Area,Hennur,1255.0,2.0,2.0,54.5,2.0
11455,Super built-up  Area,Hormavu,1075.0,2.0,1.0,53.7,2.0
11457,Super built-up  Area,ITPL,900.0,2.0,1.0,27.0,2.0
11458,Super built-up  Area,Kudlu Gate,1183.0,2.0,1.0,79.54,2.0
11459,Super built-up  Area,HSR Layout,1100.0,2.0,2.0,44.0,2.0
11460,Super built-up  Area,GM Palaya,1643.0,2.0,2.0,70.0,3.0
11461,Super built-up  Area,other,1500.0,2.0,2.0,120.0,3.0
11462,Super built-up  Area,Jakkur,1291.0,2.0,1.0,75.0,2.0
11463,Plot  Area,Hennur,1150.0,3.0,2.0,80.0,3.0
11464,Super built-up  Area,Electronic City,1060.0,2.0,1.0,55.0,2.0
11465,Super built-up  Area,7th Phase JP Nagar,1575.0,2.0,2.0,110.0,3.0
11468,Super built-up  Area,Mahadevpura,1236.0,2.0,1.0,58.0,2.0
11475,Built-up  Area,Harlur,1225.0,2.0,2.0,56.0,2.0
11476,Super built-up  Area,Thanisandra,1056.0,2.0,1.0,75.0,2.0
11478,Super built-up  Area,Banashankari,1200.0,3.0,2.0,74.52,3.0
11479,Super built-up  Area,Kudlu Gate,1850.0,3.0,2.0,110.0,3.0
11481,Built-up  Area,other,1200.0,1.0,0.0,39.82,1.0
11485,Super built-up  Area,Jigani,918.0,2.0,2.0,56.0,2.0
11486,Super built-up  Area,other,1330.0,2.0,2.0,68.0,3.0
11488,Super built-up  Area,Lakshminarayana Pura,1200.0,2.0,2.0,80.0,2.0
11491,Super built-up  Area,CV Raman Nagar,1400.0,2.0,2.0,78.0,3.0
11492,Super built-up  Area,Hosur Road,1345.0,2.0,2.0,106.0,2.0
11495,Super built-up  Area,Malleshwaram,302.0,2.0,1.0,25.0,2.0
11496,Super built-up  Area,Kanakpura Road,525.0,2.0,2.0,27.0,1.0
11497,Plot  Area,ITPL,1500.0,3.0,1.0,61.52,3.0
11498,Super built-up  Area,Yelahanka,827.5,1.0,0.0,42.535,1.0
11499,Super built-up  Area,Vidyaranyapura,1100.0,2.0,2.0,72.0,3.0
11500,Built-up  Area,other,1200.0,3.0,1.0,68.0,3.0
11503,Built-up  Area,other,760.0,2.0,1.0,37.49,2.0
11511,Built-up  Area,Kadugodi,1088.0,2.0,2.0,44.0,2.0
11512,Built-up  Area,Sahakara Nagar,1200.0,2.0,0.0,46.0,2.0
11514,Super built-up  Area,Haralur Road,1309.0,2.0,1.0,82.0,2.0
11521,Super built-up  Area,5th Phase JP Nagar,1041.0,2.0,2.0,54.0,2.0
11523,Super built-up  Area,Bannerghatta,1776.0,3.0,2.0,150.0,3.0
11525,Super built-up  Area,other,1293.0,2.0,2.0,80.0,2.0
11527,Built-up  Area,other,1280.0,2.0,2.0,68.48,2.0
11528,Super built-up  Area,Thanisandra,1245.0,2.0,1.0,83.05,2.0
11529,Super built-up  Area,Haralur Road,1027.0,1.0,2.0,44.0,2.0
11530,Built-up  Area,Yelenahalli,1200.0,2.0,2.0,46.17,2.0
11532,Plot  Area,other,1065.0,3.0,1.0,72.0,3.0
11533,Super built-up  Area,Kannamangala,1814.0,3.0,1.0,129.0,3.0
11534,Super built-up  Area,Ramagondanahalli,1610.0,2.0,1.0,112.0,3.0
11538,Built-up  Area,other,1250.0,2.0,1.0,77.13,3.0
11539,Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2.0
11546,Built-up  Area,Sahakara Nagar,1270.0,2.0,1.0,96.0,2.0
